recall_type,manufacturer,recall_count
Vehicle,"EAST SIDE CUSTOM CHOPPERS, INC.",1
Vehicle,"EASY TRAIL, INC.",1
Vehicle,ECLIPSE SPECIALTY VEHICLES,1
Vehicle,EHG USA LP dba American Fastbacks,2
Vehicle,EL DORADO R.V. INC.,2
Vehicle,ELDORADO TIRE COMPANY,2
Vehicle,"ELECTRIC TRANSIT, INC.",4
Vehicle,"ELITE TRAILERS, INC.",1
Vehicle,"ELK AUTOMOTIVE, LLC",1
Vehicle,EMERALD ISLE OF SO. CAL.,1
Vehicle,EMPIRE COACH COMPANY,3
Vehicle,"ENG MOBILE SYSTEM, INC",1
Vehicle,"ENTREPRISES USA, INC.",1
Vehicle,ENVIRONMENTAL PRODUCTS GROUP,3
Vehicle,EQUIPEMENT LABRIE LTEE,1
Vehicle,ERICKSON AUTO TRIM,1
Vehicle,ERNEST HOLMES COMPANY,3
Vehicle,"ERVIN EQUIPMENT, INC.",1
Vehicle,ESTABLISMENT INDUSTRIES,3
Vehicle,"EUROPA INTERNATIONAL, INC.",4
Vehicle,EVANS PRODUCTS COMPANY,1
Vehicle,EXCALIBUR AUTO CORP.,3
Vehicle,"EXCEL TRAILER CO., INC.",2
Vehicle,EXCELSIOR-HENDERSON,1
Vehicle,EXECUTIVE COACH BUILDERS,5
Vehicle,"EXECUTIVE IND., INC.",12
Vehicle,EXPLORER MOTOR HOME CORP.,4
Vehicle,EXTREME CAR AUDIO,1
Vehicle,EXTREME ENGINEERING INC.,1
Vehicle,"EZ LOADER BOAT TRAILERS, INC",1
Vehicle,"EZ LOADER CUSTOM BOAT TRAILERS, INC.",1
Vehicle,"EZ Loader Adjustable Boat Trailers, Inc.",8
Vehicle,East Manufacturing Corp.,20
Vehicle,East Texas Trailer,1
Vehicle,Easymile Inc.,1
Vehicle,"Eclipse Recreational Vehicles, Inc.",6
Vehicle,"Eldorado Mobility, Inc.",3
Vehicle,"Eldorado National- California, Inc.",44
Vehicle,Eldorado National-Kansas,55
Vehicle,Electra Meccanica Vehicles Corp,3
Vehicle,"Elgin Sweeper Company, Inc.",16
Vehicle,"Elite Trailer Manufacturing, LLC",2
Vehicle,"Elite Trailers, Inc.",1
Vehicle,Elkhart Coach,14
Vehicle,Elpers Truck Equipment,1
Vehicle,"Ember Recreational Vehicles, INC",1
Vehicle,Endera Motors,1
Vehicle,Entegra Coach,52
Vehicle,"Entrans International, LLC",14
Vehicle,"Equipment Technology, L.L.C.",3
Vehicle,"Erwin Hymer Group North America, Inc.",29
Vehicle,Escape Trailer,4
Vehicle,"Eton America, LLC",2
Vehicle,Eveland's Inc.,4
Vehicle,"Evergreen Recreational Vehicles, LLC",8
Vehicle,"Excellance, Inc",3
Vehicle,"Exiss Aluminum Trailers, Inc.",1
Vehicle,Explorer Van Company,1
Vehicle,"Explorer Van Company, Inc.",4
Vehicle,Express Trailers,1
Vehicle,"Extreme RV, LLC",2
Vehicle,FAIRMONT TAMPER,4
Vehicle,FAIRPLAY ELECTRIC CARS,1
Vehicle,FANTIC MOTOR COMPANY,1
Vehicle,FAUN GMBH,1
Vehicle,FEATHERLITE LUXURY COACHES,1
Vehicle,FEATHERLITE TRAILERS,1
Vehicle,FEDERAL MOTORS INC.,2
Vehicle,"FIAT MOTORS OF N.A., INC.",32
Vehicle,"FIBA TECHNOLOGIES, INC.",1
Vehicle,FINISH LINE,1
Vehicle,FINN CORPORATION,1
Vehicle,"FIREBALL IND., INC.",1
Vehicle,FLARE MFG. INC.,1
Vehicle,"FLEETWOOD ENTERPRISES, INC.",183
Vehicle,FLORISUN CUSTOM COACH,1
Vehicle,FLXIBLE CORPORATION,25
Vehicle,FLYER INDUSTRY VEH.,2
Vehicle,FMC CORPORATION,14
Vehicle,FONTAINE MODIFICATION CO.,3
Vehicle,"FORKS RV, INC.",2
Vehicle,"FORT WORTH FABRICATION, INC.",1
Vehicle,"FORTIN WELDING & MFG.,INC",1
Vehicle,FOUR WINDS CMPR. MFG. CO.,2
Vehicle,FOUR WINDS INTERNATIONAL,36
Vehicle,FR Conversions,1
Vehicle,FRANK INDUSTRIES,1
Vehicle,"FRED MEYER STORES, INC.",1
Vehicle,FREEWHEEL MOBILITY,2
Vehicle,FREIGHTLINER LLC,346
Vehicle,FRUEHAUF CORPORATION,35
Vehicle,"FTCA, Inc.",13
Vehicle,"FTEC, Inc.",2
Vehicle,FWD CORPORATION,9
Vehicle,"Fabform Industries, INC.",3
Vehicle,"Falcon Trailer Works, Inc.",1
Vehicle,Faraday Future Eco Sales Co. LLC,1
Vehicle,Farber Specialty Vehicles,16
Vehicle,"Featherlite, Inc.",17
Vehicle,"Federal Coach, LLC",6
Vehicle,"Felling Trailers, Inc.",1
Vehicle,"Fenton Mobility Products, Inc.",2
Vehicle,"Ferrara Fire Apparatus, Inc.",28
Vehicle,"Ferrari North America, Inc.",79
Vehicle,"Field Van, Inc",1
Vehicle,Fire Equipment Sales & Service,1
Vehicle,Fisker Group Inc,3
Vehicle,Fontaine Heavy-Haul,2
Vehicle,Fontaine Modification,8
Vehicle,Fontaine Trailer Company,11
Vehicle,Ford Motor Company,1466
Vehicle,"Forest River Bus, LLC",8
Vehicle,"Forest River, Inc.",548
Vehicle,"Foretravel, Inc.",36
Vehicle,"Foundation Ambulance, Inc.",1
Vehicle,Four Degree Trailer Company,1
Vehicle,"Four Guys Stainless Tank & Equip., Inc.",2
Vehicle,"Four Wheel & Six-Pac Campers, Inc.",1
Vehicle,"Four Winns Boats, LLC",2
Vehicle,Fouts Bros,1
Vehicle,"Fox Factory, Inc.",2
Vehicle,"Franklin Coach Co., Inc.",2
Vehicle,Frazer,2
Vehicle,"Freedom Motors, Inc.",1
Vehicle,"Frontier RV of Georgia, LLC",1
Vehicle,"Frontier RV, Inc.",1
Vehicle,Frontline Communications,2
Vehicle,Fruehauf Inc.,1
Vehicle,Fruehauf de Mexico SA de CV,1
Vehicle,Futura Trailers Ltd,1
Vehicle,"G.H. HICKS & SONS, INC.",1
Vehicle,GALVIN GLASS,1
Vehicle,GARDNER PACIFIC CORP.,2
Vehicle,"GARWOOD IND., INC.",2
Vehicle,GEN MTRS CORP-OVERSEAS,9
Vehicle,GENERAL COACH - HENSALL,2
Vehicle,GENERAL COACH - OLIVER,1
Vehicle,"GENERAL TRAILER CO., INC.",1
Vehicle,GENERAL TRAILER PARTS LLC,1
Vehicle,"GENMAR HOLDINGS, INC.",1
Vehicle,"GENUINE SCOOTER CO, LLC",1
Vehicle,"GEOMARC, INC.,",1
Vehicle,GEORGIA TRAILER AND EQUIP,1
Vehicle,"GEORGIE BOY MFG., LLC",18
Vehicle,GIL-MAR WELDING CORP.,1
Vehicle,GILBERT RV CONVERSION,1
Vehicle,GINDY MFG. CORP.,2
Vehicle,GIRARDIN MINIBUS INC.,25
Vehicle,GLOBE FABRICATORS,1
Vehicle,GM DAEWOO AUTO & TECHNOLOGY COMPANY,3
Vehicle,GOLAY & COMPANY,2
Vehicle,GOLDWORKS & GRAPHICS,1
Vehicle,GORE TRAILER MANUFACTURER,3
Vehicle,GOSHEN COACH,16
Vehicle,GREAT AMERICAN TROLLEY CO.,1
Vehicle,GROVE MFG. CO.,1
Vehicle,"GRUMMAN ALLIED IND., INC.",12
Vehicle,GRUMMAN CORP.,9
Vehicle,GRUMMAN FLXIBLE CORP.,42
Vehicle,GRUMMAN OHIO CORP.,3
Vehicle,GULF TRAN,1
Vehicle,Garden State Bus Group,1
Vehicle,"Gem State  Mfg., Inc.",1
Vehicle,"General Coach America, Inc.",5
Vehicle,"General Engines Company, Inc.",3
Vehicle,"General Motors, LLC",1633
Vehicle,Genesis Supreme RV,1
Vehicle,"Genie Industries, Inc.",17
Vehicle,"Genuine Scooters, LLC",5
Vehicle,"Geo. Heiser Body Co., Inc.",1
Vehicle,"Gillig, LLC",104
Vehicle,Glaval Bus,36
Vehicle,Glendale Recreational Vehicles,6
Vehicle,Global Environmental Products,1
Vehicle,"Godwin Manufacturing Company, Inc.",2
Vehicle,Goshen Coach,9
Vehicle,Gracie Ind. LLC d/b/Bolt Custom Trucks,1
Vehicle,"Grand Design RV, LLC",39
Vehicle,"Gratimax, LLC",1
Vehicle,Great Dane Trailers,72
Vehicle,Great Lakes Manufacturing Inc.,2
Vehicle,"Grech Motors, LLC",1
Vehicle,Greenfield Products,1
Vehicle,Groupe Cambli inc,1
Vehicle,"Gulf States Toyota, Inc.",23
Vehicle,"Gulf Stream Coach, Inc.",67
Vehicle,H&H TRAILER COMPANY,1
Vehicle,H&H Trailers by Novae Corp.,1
Vehicle,H&W TRAILER,1
Vehicle,H. A. DEHART & SONS,1
Vehicle,HACKNEY,5
Vehicle,"HACKNEY AND SONS, INC.",1
Vehicle,HADCO-SHERWOOD TRAILERS,1
Vehicle,"HALE TRAILER BRAKE & WHEEL, INC.",1
Vehicle,"HALE TRAILER SALES, INC.",1
Vehicle,HAMPTON ROADS SUNROOFS,1
Vehicle,HAMS UPHOLSTERY,1
Vehicle,"HANDICAPPED DRIVER SERVICES, INC.",2
Vehicle,HARLEY MURRAY INC.,2
Vehicle,HARMAR INC.,1
Vehicle,"HARMON TANK CO., INC.",1
Vehicle,HARSCO TRACK TECHNOLOGIES,1
Vehicle,HART TRAILERS,2
Vehicle,HAWKEYE TRUCK EQUIPMENT,1
Vehicle,HAWKINS MOTOR COACH,1
Vehicle,HD Trailer MFG. LLC,1
Vehicle,HEIL TRAILER INTERNATIONAL,5
Vehicle,HENDRICKSON MFG. CO.,6
Vehicle,HERDAN CORPORATION,3
Vehicle,HI-LO TRAILER CO.,1
Vehicle,HIGH COUNTRY ALUMINUM PRODUCTS. LLC,4
Vehicle,"HIGH TECH PERFORMANCE TRAILERS, INC.",1
Vehicle,"HIGHWAY TRAILER IND.,INC.",4
Vehicle,HILBILT MFG. CO.,2
Vehicle,HILL MFG. COMPANY,1
Vehicle,HINO DIESEL TRUCKS(USA),5
Vehicle,HL Enterprise Inc.,4
Vehicle,"HME, Inc.",26
Vehicle,HOLIDAY RAMBLER CORP.,53
Vehicle,HOLLOWAY DEBRALL COMPANY,1
Vehicle,HOME & PARK MOTORHOMES,1
Vehicle,HONDA OF MINOLA,1
Vehicle,HONEY RV INC.,2
Vehicle,"HONORBUILT TRAILERS, INC.",1
Vehicle,HOOVER BALL & BEARING CO.,1
Vehicle,"HORIZON ENT., INC.",1
Vehicle,HORTON EMERGENCY VEHICLES,1
Vehicle,HOST INDUSTRIES,5
Vehicle,"HPA MONON TRAILER, INC.",10
Vehicle,"HUNTSMAN,INC.",1
Vehicle,HYOSUNG MOTORS AMERICA INC.,2
Vehicle,HYSTER COMPANY,2
Vehicle,HYUNDAI CARIBBEAN-PUERTO RICO,19
Vehicle,HYUNDAI TRUCK SERVICE,1
Vehicle,"Halcore Group, Inc.",28
Vehicle,Harbor Freight Tools,2
Vehicle,Hardkore Karts LLC,1
Vehicle,Harley-Davidson Motor Company,175
Vehicle,Hart Trailer LLC,1
Vehicle,"Haulmark Industries, Inc.",8
Vehicle,"Heartland Recreational Vehicles, LLC",74
Vehicle,Heartland Trailer Mfg,2
Vehicle,Heil Company,8
Vehicle,Heil Environmental,2
Vehicle,Hercules Enterprises,1
Vehicle,Heritage Custom Trailers,1
Vehicle,Hi-Tech E.V.S.,2
Vehicle,High Altitude Trailer Co LLC,1
Vehicle,Highland Ridge RV,30
Vehicle,Hillsboro Industries,1
Vehicle,"Hino Motors Sales U.S.A., Inc.",55
Vehicle,"Hitch-Hiker Mfg., Inc.",1
Vehicle,"Holiday House, LLC",2
Vehicle,"Homesteader, Inc.",1
Vehicle,Honda (American Honda Motor Co.),415
Vehicle,"Horton Vans, Inc.",2
Vehicle,Hyundai Motor America,250
Vehicle,Hyundai Translead,16
Vehicle,"I.R. WITZER CO., INC.",1
Vehicle,IC CORPORATION,66
Vehicle,"IDEAL OF IDAHO, INC.",1
Vehicle,ILDERTON CONVERSION CO.,2
Vehicle,INDEPENDENCE MOTORCYCLE CO.,1
Vehicle,"INDIANA PHOENIX, INC.",1
Vehicle,INNOVATIVE ENGINEERING,1
Vehicle,INTEGRITY CUSTOMS,1
Vehicle,INTERNATIONAL TRUCK & ENGINE CORPORATION,303
Vehicle,INTL AUTOMOTIVE PERF.INC,1
Vehicle,"IRBIT MOTORWORKS, INC",1
Vehicle,ITASCA MOTORHOME,6
Vehicle,"ITI Trailers And Truck Bodies, Inc.",2
Vehicle,"IVECO TRUCK OF N.A., INC.",13
Vehicle,Imagine Fiberglass Products Inc.,1
Vehicle,Indian Motorcycle Company,44
Vehicle,Industrial Video & Control Co,1
Vehicle,"Ineos Automotive Americas, LLC",2
Vehicle,Inland Empire Trailers,1
Vehicle,Innovative Specialties LLC,1
Vehicle,Innovative Trailer Design Industries,1
Vehicle,"Intech Trailers, Inc.",1
Vehicle,"Integrated Tower Systems, Inc.",1
Vehicle,Intercontinental Truck Body,1
Vehicle,"Interstate Group, LLC",1
Vehicle,"Interstate Trailer, Inc.",1
Vehicle,"Iowa Mold Tooling Co., Inc.",4
Vehicle,"Irbit Motorworks of America, Inc.",4
Vehicle,Isuzu Motors Limited,106
Vehicle,J & R AUTO UPHOLSTERY SHOPPE,1
Vehicle,"J C Madigan, Inc.",1
Vehicle,"J&J SALES, INC.",1
Vehicle,J&L CARGO EXPRESS,3
Vehicle,"J&L TANK, INC.",2
Vehicle,J&S CUSTOM TRAILERS,1
Vehicle,"J'S MOBILITY UNLIMITED, INC.",2
Vehicle,J-Craft A Division of Crysteel Mfg.,1
Vehicle,J.H. HOLLAND COMPANY,1
Vehicle,JACK A. HELMS CO.,1
Vehicle,JACOBSEN TRAILER INC.,1
Vehicle,"JAG MOBILE SOLUTIONS, INC.",1
Vehicle,JAGUAR ROVER TRIUMPH INC.,71
Vehicle,JANNELL & SONS BODY CO.,1
Vehicle,JEFFCO AUTO TRIM AND GLASS,1
Vehicle,"JENSEN MOTORS, INC.",7
Vehicle,JENSEN TRAILERS,2
Vehicle,JERR-DAN CORPORATION,1
Vehicle,JET COMPANY,1
Vehicle,"JH Global Services, Inc.",1
Vehicle,"JLG Industries, Inc.",1
Vehicle,"JOHN EVANS MFG. CO., INC.",1
Vehicle,"JOHN H. ENTERPRISE, INC.",1
Vehicle,"JOHN M. HILL MACHINE CO., INC.",1
Vehicle,JOINES BODY CO.,1
Vehicle,"JONWAY MOTORSCOOTER USA CO., LTD",2
Vehicle,"JUNO IND., INC.",3
Vehicle,"Jackson Mfg. Co., Inc.",1
Vehicle,"Jaguar Cars, Ltd.",45
Vehicle,"Jaguar Land Rover North America, LLC",166
Vehicle,James A. Kiley Co.,1
Vehicle,"Jayco, Inc.",279
Vehicle,Jerr-Dan Corporation,7
Vehicle,"Jet Company, Inc.",4
Vehicle,"Jim Reed's Truck Sales, Inc.",1
Vehicle,Joe's Trailer Mfg.,1
Vehicle,John Deere,6
Vehicle,John Evans Manufacturing Co.,3
Vehicle,John Evans Mfg.,1
Vehicle,Johnston North America,1
Vehicle,"Jomac, Ltd",1
Vehicle,"Jumping Jack, Inc.",1
Vehicle,"K & D CUSTOM COACH, INC",2
Vehicle,K-MART,1
Vehicle,"K.N.L. Holdings, LLC",1
Vehicle,KALYN/SIEBERT,1
Vehicle,KANDI USA INC.,1
Vehicle,"KANNON MOTORCYCLES, LLC",1
Vehicle,KAR PRODUCTS INC.,1
Vehicle,"KASSBOHRER OF N.A., INC.",1
Vehicle,KATTLE KING TRAILER CO.,2
Vehicle,KAYOT,2
Vehicle,KELLY/COACHWORKS INC.,2
Vehicle,KELSEY-HAYES COMPANY,4
Vehicle,KENT TRUCK-TRAILER SERVICE,1
Vehicle,"KES, INC.",1
Vehicle,KEY AUTO SERVICE,1
Vehicle,"KEYSTONE, INC.",2
Vehicle,"KIDRON, INCORPORATED",3
Vehicle,KILGORE IND.,1
Vehicle,KING OF THE ROAD,2
Vehicle,"KINGSLEY COACH, INC.",1
Vehicle,KME Fire Apparatus,1
Vehicle,"KOCH PERFORMANCE GROUP, LLC",1
Vehicle,KOI WILCOX,1
Vehicle,"KONGSBERG POWER PRODUCTS SYSTEMS I, INC",1
Vehicle,KREIDLER IMPORT CORP.,1
Vehicle,"KROMAG, A.G. OF AUSTRIA",1
Vehicle,"KROWN MFG. CO., INC.",1
Vehicle,KRYSTAL KOACH COMPANY,3
Vehicle,"KRYSTAL KOACH, INC",2
Vehicle,"KTM North America, Inc.",29
Vehicle,"KWANG YANG MOTOR CO., LTD",2
Vehicle,KWIK-LOC CORPORATION,2
Vehicle,"KZRV, L.P.",50
Vehicle,"KZRV, LP",1
Vehicle,Kaffenbarger Truck Equipment Company,4
Vehicle,"Kalmar Solutions, LLC",23
Vehicle,"Karavan Trailers, Inc.",4
Vehicle,Karma Automotive LLC,10
Vehicle,"Kaufman Trailers Group, LLC.",8
Vehicle,"Kaufman Trailers of NE, Inc.",2
Vehicle,"Kawasaki Motors Corp., U.S.A.",110
Vehicle,Keller Marine & RV,1
Vehicle,Kentucky Manufacturing Co.,7
Vehicle,Kentucky Trailer Manufacturing,4
Vehicle,Keystone Coachworks Inc,1
Vehicle,Keystone RV Company,230
Vehicle,"Kia America, Inc.",183
Vehicle,"Kibbi, LLC",8
Vehicle,Kimble Mixer,1
Vehicle,"Kingmor Supply, Inc.",5
Vehicle,"Kingston Trailers, Inc.",1
Vehicle,Knapheide Manufacturing Company,2
Vehicle,Koenigsegg Automotive AB,1
Vehicle,Komfort Corporation,4
Vehicle,Kompact Kamp,1
Vehicle,Kovatch Mobile Equipment Corp.,53
Vehicle,"Kuntry Kustom RV, LLC",1
Vehicle,"Kustom Signals, Inc.",1
Vehicle,Kymco USA,5
Vehicle,LA BOIT INC.,2
Vehicle,LA West Inc.,1
Vehicle,LABRIE EQUIPMENT LTD.,2
Vehicle,"LAFORZA AUTOMOBILES, INC.",4
Vehicle,LAG MOTORCOACH USA,4
Vehicle,LANDAU MOTOR HOME,3
Vehicle,"LBT, Inc.",1
Vehicle,LCB Manufacturing,1
Vehicle,LCW AUTOMOTIVE,1
Vehicle,"LDJ Manufacturing, Inc.",4
Vehicle,"LDV, Inc.",4
Vehicle,LEADER INDUSTRIES,2
Vehicle,"LEISURE ODYSSEY, INC.",1
Vehicle,LEISURE TRAVEL VANS,2
Vehicle,"LEISURE TRAVEL VANS, LTD",1
Vehicle,LES ENTREPRISES M.CORBEIL,8
Vehicle,"LEWIS MANUFACTURING, INC.",3
Vehicle,LGE Coachworks Inc.,1
Vehicle,"LGS Industries, Inc.",7
Vehicle,LIBERTY BUS INCORPORATED,4
Vehicle,LIEBHERR-WERK EHINGEN GMBH,1
Vehicle,"LIMOUSINE WERKS, INC.",5
Vehicle,LINK-BELT CONSTRUCTION EQUIPMENT CO.,1
Vehicle,"LIVEWIRE EV, LLC",2
Vehicle,"LOADMASTER TRAILER COMPANY, LTD",1
Vehicle,LOCKHEED MSL & SPACE CO.,2
Vehicle,LOFGREN MFG. COMPANY,1
Vehicle,"LONG MFG. N. C., INCORPOR",1
Vehicle,LONGHORN CONVERSIONS,2
Vehicle,LSR Conversions,1
Vehicle,LUBBOCK MFG. CO.,1
Vehicle,LUND CADILLAC,1
Vehicle,LUVERNE FIRE APRTS. CO.,1
Vehicle,La Boit Specialty Vehicles Inc.,1
Vehicle,Labrie Enviroquip Group,3
Vehicle,Lakota Corporation (Lakota Trailers),18
Vehicle,Lamborghini (Automobili Lamborghini),31
Vehicle,Lance Camper Manufacturing. Corp.,15
Vehicle,Land Rover,49
Vehicle,Landi Renzo USA,1
Vehicle,Landoll Corporation,2
Vehicle,"Lazy Daze, Inc.",4
Vehicle,Legacy Equipment Company,1
Vehicle,"Legend Manufacturing, Inc.",1
Vehicle,"Liberty Outdoors, LLC",1
Vehicle,Life Line Emergency Vehicles,5
Vehicle,"Liftmoore, Inc.",1
Vehicle,Lightning eMotors Inc.,4
Vehicle,Lion Electric Company,23
Vehicle,Lippert,1
Vehicle,"Liquid Transport, Inc",1
Vehicle,Livin' Lite Recreational Vehicles,4
Vehicle,"Load Rite Trailers, Inc.",2
Vehicle,"Load Trail, LLC",3
Vehicle,"Lodal, Inc.",3
Vehicle,"Lode-King Industries, Ltd.",5
Vehicle,Lodi Truck and Equipment,1
Vehicle,Logan Coach,1
Vehicle,Lonestar Specialty Vehicles,1
Vehicle,"Long Chih Industrial Co., Ltd.",1
Vehicle,Lordstown EV Corp,3
Vehicle,Lotus Cars Limited,14
Vehicle,"Lotus Cars USA, Inc.",6
Vehicle,"Lucid USA, Inc.",10
Vehicle,"Lucon, Inc.",1
Vehicle,"Lufkin Industries, Inc.",8
Vehicle,Luxe Trucks dba Utility Bodywerks,1
Vehicle,M & M AUTOMOTIVE,1
Vehicle,M H EBY,3
Vehicle,"M H Eby, Inc.",4
Vehicle,M-B COMPANIES,1
Vehicle,MAC-LANDER INC.,1
Vehicle,MADRID MANUFACTURING INC.,1
Vehicle,"MAIN MOBILITY, INC.",4
Vehicle,"MALAGUTI OF AMERICA, INC.",1
Vehicle,MALLARD COACH CORP.,3
Vehicle,"MANAC Trailers USA, Inc.",3
Vehicle,MANSFIELD TIRE & RUBBER C,6
Vehicle,MARIAH CUSTOM,1
Vehicle,MARINA MOBILE INC.,1
Vehicle,"MARK FARIES TOP & TRIM, INC.",1
Vehicle,"MARK III INDUSTRIES, INC.",4
Vehicle,MARMON MOTOR COMPANY,4
Vehicle,"MARQUE, INC.",1
Vehicle,MARQUEZ MFG. CO.,1
Vehicle,"MARSHALL VANS, INC.",1
Vehicle,MASTER VANS & TRUCKS,1
Vehicle,"MATE, INC.",1
Vehicle,MATLOCK TRK BODY&TRLR CO.,1
Vehicle,MAURER MANUFACTURING INC.,2
Vehicle,MAXI-METAL INC.,1
Vehicle,MAXIM MOTOR DIVISION,1
Vehicle,"MAXIM TRUCK COMPANY, INC.",2
Vehicle,MCCABE POWERS BODY CO.,1
Vehicle,"MEDIX SPECIALTY VEHICLES, INC.",1
Vehicle,"MENARD, INC",1
Vehicle,METROTRANS CORPORATION,2
Vehicle,MICHELIN TIRE CORP.,1
Vehicle,MID BUS CORPORATION,19
Vehicle,MID CONTINENT TRUCK SALES INC.,1
Vehicle,MID-WEST CHOPPERS,1
Vehicle,MIDAS INTERNATIONAL CORP.,3
Vehicle,MIDLAND ROSS CORP.,1
Vehicle,MIDWEST SRVC & SUPPLY CO.,1
Vehicle,MILES ELECTRIC VEHICLES,1
Vehicle,MILLENNIUM LUXURY COACHES,1
Vehicle,"MILLENNIUM TRANSIT SERVICES, LLC",2
Vehicle,MILLER WLDNG & MCHN WORKS,1
Vehicle,"MINIBUS, INC.",1
Vehicle,MINNESOTA VALLEY MFG. CO.,1
Vehicle,MITSUBISHI CARIBBEAN,26
Vehicle,MITSUBISHI MANUFACTURING AMER,4
Vehicle,"MMDi, Inc.",1
Vehicle,MO TRAILERS,3
Vehicle,MOBIL SCOUT MFR. CORP.,2
Vehicle,"MOBIL TRAVELER, INC.",4
Vehicle,MOBILE CONCEPTS BY SCOTTY INC.,1
Vehicle,MOBILE MEDICAL,1
Vehicle,"MOBILE TRAVELER, INC.",2
Vehicle,MOBILITY CONQUEST LLC,1
Vehicle,MODULAR AMBULANCE CORP.,1
Vehicle,MOLLY CORPORATION,2
Vehicle,MOLONEY COACH BUILDERS,3
Vehicle,MONACO COACH CORPORATION,104
Vehicle,MONTGOMERY WARD & CO.,2
Vehicle,"MOODY MFG., INC.",1
Vehicle,MORGAN OLSON,1
Vehicle,MORGAN TRUCK BODY,1
Vehicle,"MORONEY BODY WORKS, INC.",2
Vehicle,"MORryde International, Inc.",2
Vehicle,"MOTAC, INCORPORATED",1
Vehicle,MOTO AMERICA INC.,4
Vehicle,"MOTOBECANE AMERICA, LTD.",3
Vehicle,MUSTANG TRAILER MANUFACTURING,1
Vehicle,"MV Agusta USA, LLC",6
Vehicle,"MYCO TRAILERS, INC.",1
Vehicle,MYERS EQUIPMENT CORPORATION,2
Vehicle,"Mac Trailer Mfg., Inc.",4
Vehicle,"Mack Trucks, Inc.",401
Vehicle,"Magic Tilt Trailers, Inc.",1
Vehicle,Mahindra Tractor Assembly Inc,1
Vehicle,"Maintainer Corporation of Iowa, Inc.",11
Vehicle,"Manac, Inc.",5
Vehicle,"Manning Equipment Inc., LLC",2
Vehicle,"Marathon Coach, Inc.",3
Vehicle,Marathon Homes Corporation,4
Vehicle,Marion Body Works Inc.,15
Vehicle,"Maserati North America, Inc.",46
Vehicle,"Masterack, LLC",1
Vehicle,"Mastercraft Boat Company, Inc.",4
Vehicle,Matthews Specialty Vehicles,3
Vehicle,"Maxey Trailers Mfg., Inc.",2
Vehicle,Mazda Motor Corp.,21
Vehicle,Mazda North American Operations,182
Vehicle,"McClain Trailers, Inc.",2
Vehicle,McLaren Automotive Incorporated,12
Vehicle,"McNeilus Truck & Manufacturing, Inc.",24
Vehicle,Medtec Ambulance Corporation,7
Vehicle,"Mercedes-Benz USA, LLC",456
Vehicle,"Mercedes-Benz USA, LLC - DBA Sprinter",6
Vehicle,"Merhow Acquisition, LLC",1
Vehicle,"Merritt Trailers, Inc.",1
Vehicle,"Mertz Manufacturing, Inc.",2
Vehicle,"Metal Fabrication, Inc.",1
Vehicle,"Metro Worldwide, LLC",1
Vehicle,"Mickey Truck Bodies, Inc.",4
Vehicle,"Midsota Manufacturing, Inc.",1
Vehicle,Midway Specialty Vehicles,3
Vehicle,"Midwest Automotive Designs, LLC",4
Vehicle,Midwest Fire Equipment & Repair Company,6
Vehicle,"Midwest Industries, Inc.",1
Vehicle,Miller Electric Mfg. Co.,1
Vehicle,"Mirage Enterprises, Inc.",2
Vehicle,"Mitsubishi Fuso Truck of America, Inc.",50
Vehicle,"Mitsubishi Motors North America, Inc.",145
Vehicle,"Mobility Services, Inc.",1
Vehicle,"Mobility Specialists, Inc.",5
Vehicle,Mobility Transportation Services,6
Vehicle,Mobility Ventures LLC,3
Vehicle,Mobility Works (WMK Inc.),12
Vehicle,"Monaco RV, LLC",3
Vehicle,"Monroe Towmaster,LLC",1
Vehicle,Monroe Truck Equipment,4
Vehicle,"Morbark, Inc.",5
Vehicle,Morgan 3 Wheeler Limited,2
Vehicle,Morgan Motor Company Limited,1
Vehicle,Morgan Olson Corporation,6
Vehicle,"Morgan Truck Bodies, LLC",2
Vehicle,"Moritz International, Inc.",1
Vehicle,Moto Guzzi North America,4
Vehicle,Motor Coach Industries,115
Vehicle,"Multiquip, Inc.",4
Vehicle,"NABI Bus, LLC",55
Vehicle,NATEC,1
Vehicle,NATIONAL AMBULANCE BLDRS,1
Vehicle,NATIONAL AUTO SPA,1
Vehicle,NATIONAL COACH CORP.,3
Vehicle,NATIONAL COACH ENGINEERIN,2
Vehicle,NATIONAL CUSTOM VAN CORP.,1
Vehicle,NATIONAL MOTOR COACH CO.,3
Vehicle,NATIONAL OILWELL,1
Vehicle,NATIONAL R.V. INC.,15
Vehicle,"NATIONAL RV, INC.",7
Vehicle,"NATIONAL VAN SALES, INC.",1
Vehicle,"NBC TRUCK EQUIPMENT, INC",1
Vehicle,NEOPLAN USA CORPORATION,33
Vehicle,NESCO BUS MAINTENANCE,1
Vehicle,NEVILLE WELDING INC,1
Vehicle,"NEW FLYER OF AMERICA, INC.",27
Vehicle,NEW GOSHEN COACH,2
Vehicle,"NEW YORK BUS SALES, LLC",2
Vehicle,"NEWBERG TRAILERS, INC.",1
Vehicle,"NEWMAN'S MANUFACTURING, INC.",1
Vehicle,"NIMROD, INCORPORATED",2
Vehicle,"NORTHLAND INDUSTRIES, INC.",1
Vehicle,NORTHWOOD MFG OF VA,1
Vehicle,NORTON/TRIUMPH CORP.,8
Vehicle,NOV Rolligon,1
Vehicle,NOVA BUS INCORPORATED,17
Vehicle,"NRC Modifications, Inc.",8
